position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w,localScale.x,localScale.y,localScale.z,localPosition.x,localPosition.y,localPosition.z,localRotation.x,localRotation.y,localRotation.z,localRotation.w,frame,timeStamp,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,0,0,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,1,0.02,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,2,0.12,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,3,0.1454604,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,4,0.1549,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,5,0.1751884,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,6,0.1793805,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,7,0.1842849,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,8,0.189606,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,9,0.1941532,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,10,0.1977543,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,11,0.2023426,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,12,0.2070326,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,13,0.2115039,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,14,0.2151716,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,15,0.2198146,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,16,0.2233772,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,17,0.2280335,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,18,0.2316586,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,19,0.2367086,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,20,0.2412577,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,21,0.2449082,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,22,0.248458,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,23,0.2520088,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,24,0.2572056,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,25,0.2613507,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,26,0.2650202,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,27,0.26894,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,28,0.2725123,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,29,0.2774342,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,30,0.2809477,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,31,0.2850011,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,32,0.2896673,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,33,0.2941998,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,34,0.2986356,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,35,0.3023457,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,36,0.3061486,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,37,0.3108271,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,38,0.3143213,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,39,0.317844,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,40,0.3214558,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,41,0.3252725,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,42,0.3288074,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,43,0.3324404,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,44,0.3360544,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,45,0.3396702,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,46,0.343146,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,47,0.3467305,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,48,0.3502219,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,49,0.3538488,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,50,0.3576406,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,51,0.361154,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,52,0.3648911,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,53,0.3685417,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,54,0.3721193,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,55,0.3756156,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,56,0.3790816,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,57,0.3825052,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,58,0.3862964,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,59,0.3898186,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,60,0.3933644,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,61,0.3978452,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,62,0.4014642,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,63,0.4051663,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,64,0.4097179,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,65,0.4132819,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,66,0.417244,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,67,0.4221088,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,68,0.4257543,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,69,0.4293334,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,70,0.432828,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,71,0.4363503,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,72,0.4399113,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,73,0.4434062,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,74,0.4470491,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,75,0.4506934,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,76,0.4542218,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,77,0.4577074,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,78,0.4612605,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,79,0.464891,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,80,0.468565,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,81,0.4773882,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,82,0.4811899,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,83,0.4861799,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,84,0.4898709,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,85,0.4935628,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,86,0.4971859,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,87,0.5043904,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,88,0.5087381,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,89,0.5123329,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,90,0.5159679,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,91,0.5195686,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,92,0.5231404,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,93,0.5271652,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,94,0.5308569,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,95,0.5343872,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,96,0.5379955,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,97,0.5417436,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,98,0.5519666,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,99,0.5643138,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,100,0.5701354,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,101,0.5739623,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,102,0.5776864,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,103,0.5812713,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,104,0.5849669,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,105,0.5886026,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,106,0.592088,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,107,0.5955492,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,108,0.5990965,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,109,0.6028419,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,110,0.6065946,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,111,0.6100478,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,112,0.6134678,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,113,0.6169474,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,114,0.6204607,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,115,0.6240258,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,116,0.627504,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,117,0.63103,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,118,0.6346036,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,119,0.638524,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,120,0.6419731,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,121,0.6455099,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,122,0.6489546,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,123,0.6525536,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,124,0.6560246,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,125,0.6595709,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,126,0.6631849,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,127,0.6668913,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,128,0.670421,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,129,0.6738754,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,130,0.6772811,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,131,0.680801,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,132,0.6843644,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,133,0.6878408,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,134,0.6921918,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,135,0.6966623,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,136,0.7001057,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,137,0.7037696,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,138,0.7072983,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,139,0.7107808,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,140,0.7153369,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,141,0.7198316,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,142,0.7232838,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,143,0.72807,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,144,0.7315888,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,145,0.7360021,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,146,0.7396806,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,147,0.7441352,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,148,0.7478055,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,149,0.7522489,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,150,0.7576641,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,151,0.7612276,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,152,0.7648535,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,153,0.7693009,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,154,0.7738044,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,155,0.7773502,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,156,0.7818238,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,157,0.7865749,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,158,0.7912476,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,159,0.7956481,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,160,0.8000389,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,161,0.8046439,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,162,0.8091784,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,163,0.8134982,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,164,0.8169426,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,165,0.8215876,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,166,0.8253514,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,167,0.8288332,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,168,0.8322617,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,169,0.8358082,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,170,0.8393333,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,171,0.8427798,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,172,0.8464336,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,173,0.8499201,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,174,0.8534928,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,175,0.8569906,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,176,0.8604302,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,177,0.8639854,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,178,0.8674885,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,179,0.8709546,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,180,0.8755782,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,181,0.8792299,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,182,0.8827608,
-1.036653,-0.1738191,1.158307,0,0,0,1,1,1,1,-1.036653,-0.1738191,1.158307,0,0,0,1,183,0.8865269,
